date	actual	predicted
2022-08-01	2.0	2.639613820980344
2022-08-01	2.0	1.9004770035892684
2022-08-01	0.0	0.002191910557208428
2022-08-01	0.0	0.5929019887753384
2022-08-01	2.0	1.829635560143951
2022-08-01	2.0	4.0686624165583885
2022-08-01	0.0	0.014515313329765684
2022-08-01	0.0	0.01502645444477596
2022-08-01	1.0	2.8496454522428243
2022-08-01	4.0	6.094281287330576
2022-08-01	10.0	4.871581382825089
2022-08-01	0.0	0.1240032962060279
2022-08-01	37.5	37.06777593516436
2022-08-01	4.0	6.366857433626754
2022-08-01	7.0	3.268269224746054
2022-08-01	0.0	0.0014141540696806867
2022-08-01	0.0	0.003237349964478015
2022-08-01	0.0	0.0012489208926773658
2022-08-01	2.0	5.310239234101733
2022-08-01	2.0	3.682387285421655
2022-08-01	5.0	9.741004743039639
2022-08-01	15.0	5.190901401280267
2022-08-01	37.5	21.249975826584247
2022-08-01	0.0	0.07376211633542047
2022-08-01	0.0	0.5247436274206392
2022-08-01	0.0	0.5467322274273114
2022-08-01	32.0	16.813985261402607
2022-08-01	3.0	9.539064649600768
2022-08-01	8.0	8.714994747183534
2022-08-01	0.0	0.0012622458185460096
2022-08-01	1.0	2.903469225335616
2022-08-01	13.0	14.821989417192048
2022-08-01	0.0	0.006551483710936801
2022-08-01	37.5	36.258629009621096
2022-08-01	0.0	0.007838050813194877
2022-08-01	0.0	1.3942908998151233
2022-08-01	0.0	0.017312899097218986
2022-08-01	0.0	0.0540215445430529
2022-08-01	0.0	1.8999257488998573
2022-08-01	15.0	12.08447827476997
2022-08-01	0.0	0.005937862969907837
2022-08-01	3.0	4.53977204257888
2022-08-01	0.0	1.357991798253918
2022-08-01	0.0	0.031507275587911006
2022-08-01	3.0	3.7631190017768548
2022-08-01	0.0	0.9170920892034238
2022-08-01	2.0	5.196809098652239
2022-08-01	2.0	2.858072883454455
2022-08-01	0.0	0.0012489208926773658
2022-08-01	0.0	0.21528618036419772
2022-08-01	0.0	0.002485389222619802
2022-08-01	2.0	3.583801660253469
2022-08-01	0.0	0.0012436915886930848
2022-08-01	1.0	1.7361346489467961
2022-08-01	0.0	0.13225469951277297
2022-08-01	2.0	4.365043854224233
2022-08-01	10.0	14.167966041906471
2022-08-01	4.0	4.9707743465383905
2022-08-01	0.0	0.028006681688425208
2022-08-01	0.0	0.0024711772519548703
2022-08-01	0.0	0.06568802884681252
2022-08-01	1.0	1.9961219189490014
2022-08-01	1.0	1.4219261615767782
2022-08-01	3.0	2.98284239315882
2022-08-01	3.0	5.17987324307988
2022-08-01	0.0	0.025633030957601284
2022-08-01	0.0	0.0021748464573084695
2022-08-01	1.0	1.882295728668338
2022-08-01	0.0	0.023430070671268205
2022-08-01	11.0	17.534561070067546
2022-08-01	0.0	0.007354623738624257
2022-08-01	17.0	4.42753565812848
2022-08-01	12.0	34.686780328086115
2022-08-01	0.0	1.3386522146370412
2022-08-01	0.0	0.02316881271732342
2022-08-01	2.0	2.72460617269613
2022-08-01	2.0	2.724308153025774
2022-08-01	0.0	2.5645091536645297
2022-08-01	10.0	20.059062281962667
2022-08-01	1.0	2.210400388032896
2022-08-01	0.0	0.001718463006797942
2022-08-01	0.0	0.1656821704579167
2022-08-01	15.0	15.490982053284275
2022-08-01	5.0	2.484830710566717
2022-08-01	0.0	0.01286971932556014
2022-08-01	0.0	0.6792859603921306
2022-08-01	4.0	3.6211626218704946
2022-08-01	3.0	6.179811644258933
2022-08-01	8.0	3.062127879730223
2022-08-01	0.0	0.001952818058388414
2022-08-01	1.0	9.601460976318538
2022-08-01	37.5	36.948982919418874
2022-08-01	26.0	20.208850486675843
2022-08-01	1.0	2.208009894178364
2022-08-01	4.0	5.361774268139886
2022-08-01	1.0	6.271968992580213
2022-08-01	1.0	1.8165628223808117
2022-08-01	0.0	0.005018654500961898
2022-08-01	0.0	0.0012489208926773658
2022-08-01	2.0	3.854389882639974
2022-08-01	0.0	0.1290889331144271
2022-08-01	0.0	0.0166512579674534
2022-08-01	2.0	4.90808815397981
2022-08-01	17.0	29.303231301747726
2022-08-01	0.0	2.1194425774104872
2022-08-01	0.0	0.0840294668563305
2022-08-01	0.0	0.21951960519729347
2022-08-01	1.0	3.6769636574053797
2022-08-01	0.0	0.047144853208935994
2022-08-01	15.0	33.83389365008664
2022-08-01	0.0	0.0012436915886930848
2022-08-01	0.0	0.6916459612602582
2022-08-01	0.0	0.03441735643372329
2022-08-01	0.0	0.005222041875090094
2022-08-01	2.0	8.025098937545742
2022-08-01	0.0	0.05312294113219349
2022-08-01	2.0	3.2952042569783915
2022-08-01	0.0	0.010708896932849168
2022-08-01	1.0	5.636011286677457
2022-08-01	3.0	6.603970079092672
2022-08-01	15.0	8.815281805678532
2022-08-01	1.0	1.9490281614058296
2022-08-01	0.0	0.5050168590935711
2022-08-01	0.0	0.5021398834878515
2022-08-01	2.0	5.464823191856014
2022-08-01	0.0	0.5225770989901217
